Frame,Stick X,Stick Y,Button Mask,Buttons Pressed
940,0,0,0x0010,R
941,0,0,0x0010,R
942,0,0,0x0010,R
943,0,0,0x0010,R
944,0,0,0x0010,R
945,0,0,0x0010,R
946,0,0,0x0010,R
947,0,0,0x0010,R
948,0,0,0x0010,R
949,0,0,0x0010,R
950,0,0,0x0010,R
951,0,0,0x0010,R
952,0,0,0x0010,R
953,0,0,0x0010,R
954,0,0,0x0010,R
955,0,0,0x0010,R
956,0,0,0x0010,R
957,0,0,0x0010,R
958,0,0,0x0010,R
959,0,0,0x0010,R
960,0,0,0x0010,R
961,0,0,0x0010,R
962,0,0,0x0010,R
963,0,0,0x0010,R
964,0,0,0x0010,R
965,0,0,0x0010,R
966,0,0,0x0010,R
967,0,0,0x0010,R
968,0,0,0x0010,R
969,0,0,0x0010,R
970,0,0,0x0010,R
971,0,0,0x0010,R
972,0,0,0x0010,R
973,0,0,0x0010,R
974,0,0,0x0010,R
975,0,0,0x0010,R
976,0,0,0x0010,R
977,0,0,0x0010,R
978,0,0,0x0010,R
979,0,0,0x0010,R
980,0,0,0x0010,R
981,0,0,0x0010,R
982,0,0,0x0010,R
983,0,0,0x0010,R
984,0,0,0x0010,R
985,0,0,0x0010,R
986,0,0,0x0010,R
987,0,0,0x0010,R
988,0,0,0x0010,R
989,0,0,0x0010,R
990,0,0,0x0010,R
991,0,0,0x0010,R
992,0,0,0x0010,R
993,0,0,0x0010,R
994,0,0,0x0010,R
995,0,0,0x0010,R
996,0,0,0x0010,R
997,0,0,0x0010,R
998,0,0,0x0010,R
999,0,0,0x0010,R
1000,0,0,0x0010,R
1001,0,0,0x0008,C-Up
1002,0,0,0x0008,C-Up
1003,0,0,0x0008,C-Up
1004,0,0,0x0008,C-Up
1005,0,0,0x0008,C-Up
1006,0,0,0x0008,C-Up
1007,0,0,0x0008,C-Up
1008,0,0,0x0008,C-Up
1009,0,0,0x0008,C-Up
1010,0,0,0x0008,C-Up
1011,0,0,0x0008,C-Up
1012,0,0,0x0008,C-Up
1013,0,0,0x0008,C-Up
1014,0,0,0x0008,C-Up
1015,0,0,0x0008,C-Up
1016,0,0,0x0008,C-Up
1017,0,0,0x0008,C-Up
1018,0,0,0x0008,C-Up
1019,0,0,0x0008,C-Up
1020,0,0,0x0008,C-Up
1021,0,0,0x0008,C-Up
1022,0,0,0x0008,C-Up
1023,0,0,0x0008,C-Up
1024,0,0,0x0008,C-Up
1025,0,0,0x0008,C-Up
1026,0,0,0x0008,C-Up
1027,0,0,0x0008,C-Up
1028,0,0,0x0008,C-Up
1029,0,0,0x0008,C-Up
1030,0,0,0x0008,C-Up
1031,0,0,0x0008,C-Up
1032,0,0,0x0008,C-Up
1033,0,0,0x0008,C-Up
1034,0,0,0x0008,C-Up
1035,0,0,0x0008,C-Up
1036,0,0,0x0008,C-Up
1037,0,0,0x0008,C-Up
1038,0,0,0x0008,C-Up
1039,0,0,0x0008,C-Up
1040,0,0,0x0008,C-Up
1041,0,0,0x0008,C-Up
1042,0,0,0x0008,C-Up
1043,0,0,0x0008,C-Up
1044,0,0,0x0008,C-Up
1045,0,0,0x0008,C-Up
1046,0,0,0x0008,C-Up
1047,0,0,0x0008,C-Up
1048,0,0,0x0008,C-Up
1049,0,0,0x0008,C-Up
1050,0,0,0x0008,C-Up
1051,0,0,0x0008,C-Up
1052,0,0,0x0008,C-Up
1053,0,0,0x0008,C-Up
1054,0,0,0x0008,C-Up
1055,0,0,0x0008,C-Up
1056,0,0,0x0008,C-Up
1057,0,0,0x0008,C-Up
1058,0,0,0x0008,C-Up
1059,0,0,0x0008,C-Up
1060,0,0,0x0008,C-Up
1061,0,0,0x0008,C-Up
1062,0,0,0x0008,C-Up
1063,0,0,0x0008,C-Up
1064,0,0,0x0008,C-Up
1065,0,0,0x0008,C-Up
1066,0,0,0x0008,C-Up
1067,0,0,0x0008,C-Up
1068,0,0,0x0008,C-Up
1069,0,0,0x0008,C-Up
1070,0,0,0x0008,C-Up
1071,0,0,0x0008,C-Up
1072,0,0,0x0008,C-Up
1073,0,0,0x0008,C-Up
1074,0,0,0x0008,C-Up
1075,0,0,0x0008,C-Up
1076,0,0,0x0008,C-Up
1077,0,0,0x0008,C-Up
1078,0,0,0x0008,C-Up
1079,0,0,0x0008,C-Up
1080,0,0,0x0008,C-Up
1081,0,0,0x0008,C-Up
1082,0,0,0x0008,C-Up
1083,0,0,0x0008,C-Up
1084,0,0,0x0008,C-Up
1085,0,0,0x0008,C-Up
1086,0,0,0x0008,C-Up
1087,0,0,0x0008,C-Up
1088,0,0,0x0008,C-Up
1089,0,0,0x0008,C-Up
1090,0,0,0x0008,C-Up
1091,0,0,0x0008,C-Up
1092,0,0,0x0008,C-Up
1093,0,0,0x0008,C-Up
1094,0,0,0x0008,C-Up
1095,0,0,0x0008,C-Up
1096,0,0,0x0008,C-Up
1097,0,0,0x0008,C-Up
1098,0,0,0x0008,C-Up
1099,0,0,0x0008,C-Up
1100,0,0,0x0008,C-Up
1101,0,0,0x0004,C-Down
1102,0,0,0x0004,C-Down
1103,0,0,0x0004,C-Down
1104,0,0,0x0004,C-Down
1105,0,0,0x0004,C-Down
1106,0,0,0x0004,C-Down
1107,0,0,0x0004,C-Down
1108,0,0,0x0004,C-Down
1109,0,0,0x0004,C-Down
1110,0,0,0x0004,C-Down
1111,0,0,0x0004,C-Down
1112,0,0,0x0004,C-Down
1113,0,0,0x0004,C-Down
1114,0,0,0x0004,C-Down
1115,0,0,0x0004,C-Down
1116,0,0,0x0004,C-Down
1117,0,0,0x0004,C-Down
1118,0,0,0x0004,C-Down
1119,0,0,0x0004,C-Down
1120,0,0,0x0004,C-Down
1121,0,0,0x0004,C-Down
1122,0,0,0x0004,C-Down
1123,0,0,0x0004,C-Down
1124,0,0,0x0004,C-Down
1125,0,0,0x0004,C-Down
1126,0,0,0x0004,C-Down
1127,0,0,0x0004,C-Down
1128,0,0,0x0004,C-Down
1129,0,0,0x0004,C-Down
1130,0,0,0x0004,C-Down
1131,0,0,0x0004,C-Down
1132,0,0,0x0004,C-Down
1133,0,0,0x0004,C-Down
1134,0,0,0x0004,C-Down
1135,0,0,0x0004,C-Down
1136,0,0,0x0004,C-Down
1137,0,0,0x0004,C-Down
1138,0,0,0x0004,C-Down
1139,0,0,0x0004,C-Down
1140,0,0,0x0004,C-Down
1141,0,0,0x0004,C-Down
1142,0,0,0x0004,C-Down
1143,0,0,0x0004,C-Down
1144,0,0,0x0004,C-Down
1145,0,0,0x0004,C-Down
1146,0,0,0x0004,C-Down
1147,0,0,0x0004,C-Down
1148,0,0,0x0004,C-Down
1149,0,0,0x0004,C-Down
1150,0,0,0x0004,C-Down
1151,0,0,0x0004,C-Down
1152,0,0,0x0004,C-Down
1153,0,0,0x0004,C-Down
1154,0,0,0x0004,C-Down
1155,0,0,0x0004,C-Down
1156,0,0,0x0004,C-Down
1157,0,0,0x0004,C-Down
1158,0,0,0x0004,C-Down
1159,0,0,0x0004,C-Down
1160,0,0,0x0004,C-Down
1161,0,0,0x0004,C-Down
1162,0,0,0x0004,C-Down
1163,0,0,0x0004,C-Down
1164,0,0,0x0004,C-Down
1165,0,0,0x0004,C-Down
1166,0,0,0x0004,C-Down
1167,0,0,0x0004,C-Down
1168,0,0,0x0004,C-Down
1169,0,0,0x0004,C-Down
1170,0,0,0x0004,C-Down
1171,0,0,0x0004,C-Down
1172,0,0,0x0004,C-Down
1173,0,0,0x0004,C-Down
1174,0,0,0x0004,C-Down
1175,0,0,0x0004,C-Down
1176,0,0,0x0004,C-Down
1177,0,0,0x0004,C-Down
1178,0,0,0x0004,C-Down
1179,0,0,0x0004,C-Down
1180,0,0,0x0004,C-Down
1181,0,0,0x0004,C-Down
1182,0,0,0x0004,C-Down
1183,0,0,0x0004,C-Down
1184,0,0,0x0004,C-Down
1185,0,0,0x0004,C-Down
1186,0,0,0x0004,C-Down
1187,0,0,0x0004,C-Down
1188,0,0,0x0004,C-Down
1189,0,0,0x0004,C-Down
1190,0,0,0x0004,C-Down
1191,0,0,0x0004,C-Down
1192,0,0,0x0004,C-Down
1193,0,0,0x0004,C-Down
1194,0,0,0x0004,C-Down
1195,0,0,0x0004,C-Down
1196,0,0,0x0004,C-Down
1197,0,0,0x0004,C-Down
1198,0,0,0x0004,C-Down
1199,0,0,0x0004,C-Down
1200,0,0,0x0004,C-Down
1201,0,0,0x0002,C-Left
1202,0,0,0x0002,C-Left
1203,0,0,0x0002,C-Left
1204,0,0,0x0002,C-Left
1205,0,0,0x0002,C-Left
1206,0,0,0x0002,C-Left
1207,0,0,0x0002,C-Left
1208,0,0,0x0002,C-Left
1209,0,0,0x0002,C-Left
1210,0,0,0x0002,C-Left
1211,0,0,0x0002,C-Left
1212,0,0,0x0002,C-Left
1213,0,0,0x0002,C-Left
1214,0,0,0x0002,C-Left
1215,0,0,0x0002,C-Left
1216,0,0,0x0002,C-Left
1217,0,0,0x0002,C-Left
1218,0,0,0x0002,C-Left
1219,0,0,0x0002,C-Left
1220,0,0,0x0002,C-Left
1221,0,0,0x0002,C-Left
1222,0,0,0x0002,C-Left
1223,0,0,0x0002,C-Left
1224,0,0,0x0002,C-Left
1225,0,0,0x0002,C-Left
1226,0,0,0x0002,C-Left
1227,0,0,0x0002,C-Left
1228,0,0,0x0002,C-Left
1229,0,0,0x0002,C-Left
1230,0,0,0x0002,C-Left
1231,0,0,0x0002,C-Left
1232,0,0,0x0002,C-Left
1233,0,0,0x0002,C-Left
1234,0,0,0x0002,C-Left
1235,0,0,0x0002,C-Left
1236,0,0,0x0002,C-Left
1237,0,0,0x0002,C-Left
1238,0,0,0x0002,C-Left
1239,0,0,0x0002,C-Left
1240,0,0,0x0002,C-Left
1241,0,0,0x0002,C-Left
1242,0,0,0x0002,C-Left
1243,0,0,0x0002,C-Left
1244,0,0,0x0002,C-Left
1245,0,0,0x0002,C-Left
1246,0,0,0x0002,C-Left
1247,0,0,0x0002,C-Left
1248,0,0,0x0002,C-Left
1249,0,0,0x0002,C-Left
1250,0,0,0x0002,C-Left
1251,0,0,0x0002,C-Left
1252,0,0,0x0002,C-Left
1253,0,0,0x0002,C-Left
1254,0,0,0x0002,C-Left
1255,0,0,0x0002,C-Left
1256,0,0,0x0002,C-Left
1257,0,0,0x0002,C-Left
1258,0,0,0x0002,C-Left
1259,0,0,0x0002,C-Left
1260,0,0,0x0002,C-Left
1261,0,0,0x0002,C-Left
1262,0,0,0x0002,C-Left
1263,0,0,0x0002,C-Left
1264,0,0,0x0002,C-Left
1265,0,0,0x0002,C-Left
1266,0,0,0x0002,C-Left
1267,0,0,0x0002,C-Left
1268,0,0,0x0002,C-Left
1269,0,0,0x0002,C-Left
1270,0,0,0x0002,C-Left
1271,0,0,0x0002,C-Left
1272,0,0,0x0002,C-Left
1273,0,0,0x0002,C-Left
1274,0,0,0x0002,C-Left
1275,0,0,0x0002,C-Left
1276,0,0,0x0002,C-Left
1277,0,0,0x0002,C-Left
1278,0,0,0x0002,C-Left
1279,0,0,0x0002,C-Left
1280,0,0,0x0002,C-Left
1281,0,0,0x0002,C-Left
1282,0,0,0x0002,C-Left
1283,0,0,0x0002,C-Left
1284,0,0,0x0002,C-Left
1285,0,0,0x0002,C-Left
1286,0,0,0x0002,C-Left
1287,0,0,0x0002,C-Left
1288,0,0,0x0002,C-Left
1289,0,0,0x0002,C-Left
1290,0,0,0x0002,C-Left
1291,0,0,0x0002,C-Left
1292,0,0,0x0002,C-Left
1293,0,0,0x0002,C-Left
1294,0,0,0x0002,C-Left
1295,0,0,0x0002,C-Left
1296,0,0,0x0002,C-Left
1297,0,0,0x0002,C-Left
1298,0,0,0x0002,C-Left
1299,0,0,0x0002,C-Left
1300,0,0,0x0002,C-Left
1301,0,0,0x0001,C-Right
1302,0,0,0x0001,C-Right
1303,0,0,0x0001,C-Right
1304,0,0,0x0001,C-Right
1305,0,0,0x0001,C-Right
1306,0,0,0x0001,C-Right
1307,0,0,0x0001,C-Right
1308,0,0,0x0001,C-Right
1309,0,0,0x0001,C-Right
1310,0,0,0x0001,C-Right
1311,0,0,0x0001,C-Right
1312,0,0,0x0001,C-Right
1313,0,0,0x0001,C-Right
1314,0,0,0x0001,C-Right
1315,0,0,0x0001,C-Right
1316,0,0,0x0001,C-Right
1317,0,0,0x0001,C-Right
1318,0,0,0x0001,C-Right
1319,0,0,0x0001,C-Right
1320,0,0,0x0001,C-Right
1321,0,0,0x0001,C-Right
1322,0,0,0x0001,C-Right
1323,0,0,0x0001,C-Right
1324,0,0,0x0001,C-Right
1325,0,0,0x0001,C-Right
1326,0,0,0x0001,C-Right
1327,0,0,0x0001,C-Right
1328,0,0,0x0001,C-Right
1329,0,0,0x0001,C-Right
1330,0,0,0x0001,C-Right
1331,0,0,0x0001,C-Right
1332,0,0,0x0001,C-Right
1333,0,0,0x0001,C-Right
1334,0,0,0x0001,C-Right
1335,0,0,0x0001,C-Right
1336,0,0,0x0001,C-Right
1337,0,0,0x0001,C-Right
1338,0,0,0x0001,C-Right
1339,0,0,0x0001,C-Right
1340,0,0,0x0001,C-Right
1341,0,0,0x0001,C-Right
1342,0,0,0x0001,C-Right
1343,0,0,0x0001,C-Right
1344,0,0,0x0001,C-Right
1345,0,0,0x0001,C-Right
1346,0,0,0x0001,C-Right
1347,0,0,0x0001,C-Right
1348,0,0,0x0001,C-Right
1349,0,0,0x0001,C-Right
1350,0,0,0x0001,C-Right
1351,0,0,0x0001,C-Right
1352,0,0,0x0001,C-Right
1353,0,0,0x0001,C-Right
1354,0,0,0x0001,C-Right
1355,0,0,0x0001,C-Right
1356,0,0,0x0001,C-Right
1357,0,0,0x0001,C-Right
1358,0,0,0x0001,C-Right
1359,0,0,0x0001,C-Right
1360,0,0,0x0001,C-Right
1361,0,0,0x0001,C-Right
1362,0,0,0x0001,C-Right
1363,0,0,0x0001,C-Right
1364,0,0,0x0001,C-Right
1365,0,0,0x0001,C-Right
1366,0,0,0x0001,C-Right
1367,0,0,0x0001,C-Right
1368,0,0,0x0001,C-Right
1369,0,0,0x0001,C-Right
1370,0,0,0x0001,C-Right
1371,0,0,0x0001,C-Right
1372,0,0,0x0001,C-Right
1373,0,0,0x0001,C-Right
1374,0,0,0x0001,C-Right
1375,0,0,0x0001,C-Right
1376,0,0,0x0001,C-Right
1377,0,0,0x0001,C-Right
1378,0,0,0x0001,C-Right
1379,0,0,0x0001,C-Right
1380,0,0,0x0001,C-Right
1381,0,0,0x0001,C-Right
1382,0,0,0x0001,C-Right
1383,0,0,0x0001,C-Right
1384,0,0,0x0001,C-Right
1385,0,0,0x0001,C-Right
1386,0,0,0x0001,C-Right
1387,0,0,0x0001,C-Right
1388,0,0,0x0001,C-Right
1389,0,0,0x0001,C-Right
1390,0,0,0x0001,C-Right
1391,0,0,0x0001,C-Right
1392,0,0,0x0001,C-Right
1393,0,0,0x0001,C-Right
1394,0,0,0x0001,C-Right
1395,0,0,0x0001,C-Right
1396,0,0,0x0001,C-Right
1397,0,0,0x0001,C-Right
1398,0,0,0x0001,C-Right
1399,0,0,0x0001,C-Right
1400,0,0,0x0001,C-Right
1401,41,119,0x0000,None
1402,41,119,0x0000,None
1403,41,119,0x0000,None
1404,41,119,0x0000,None
1405,41,119,0x0000,None
1406,41,118,0x0000,None
1407,41,118,0x0000,None
1408,41,118,0x0000,None
1409,41,118,0x0000,None
1410,41,118,0x0000,None
1411,41,118,0x0000,None
1412,41,118,0x0000,None
1413,41,118,0x0000,None
1414,41,118,0x0000,None
1415,41,118,0x0000,None
1416,41,118,0x0000,None
1417,41,118,0x0000,None
1418,41,118,0x0000,None
1419,41,118,0x0000,None
1420,41,118,0x0000,None
1421,41,118,0x0000,None
1422,41,118,0x0000,None
1423,41,118,0x0000,None
1424,41,118,0x0000,None
1425,41,118,0x0000,None
1426,41,118,0x0000,None
1427,41,118,0x0000,None
1428,41,118,0x0000,None
1429,41,118,0x0000,None
1430,41,118,0x0000,None
1431,41,118,0x0000,None
1432,41,118,0x0000,None
1433,41,118,0x0000,None
1434,41,118,0x0000,None
1435,41,118,0x0000,None
1436,41,118,0x0000,None
1437,41,118,0x0000,None
1438,41,118,0x0000,None
1439,41,118,0x0000,None
1440,41,118,0x0000,None
1441,41,118,0x0000,None
1442,41,118,0x0000,None
1443,41,118,0x0000,None
1444,41,118,0x0000,None
1445,41,118,0x0000,None
1446,41,118,0x0000,None
1447,41,118,0x0000,None
1448,41,118,0x0000,None
1449,41,118,0x0000,None
1450,41,118,0x0000,None
1451,41,118,0x0000,None
1452,41,118,0x0000,None
1453,41,118,0x0000,None
1454,41,118,0x0000,None
1455,41,118,0x0000,None
1456,41,118,0x0000,None
1457,41,118,0x0000,None
1458,41,118,0x0000,None
1459,41,118,0x0000,None
1460,41,118,0x0000,None
1461,41,118,0x0000,None
1462,41,118,0x0000,None
1463,41,118,0x0000,None
1464,41,118,0x0000,None
1465,40,119,0x0000,None
1466,40,119,0x0000,None
1467,40,119,0x0000,None
1468,40,119,0x0000,None
1469,40,119,0x0000,None
1470,40,119,0x0000,None
1471,40,119,0x0000,None
1472,40,119,0x0000,None
1473,40,119,0x0000,None
1474,40,119,0x0000,None
1475,40,119,0x0000,None
1476,40,119,0x0000,None
1477,40,119,0x0000,None
1478,40,119,0x0000,None
1479,40,119,0x0000,None
1480,40,119,0x0000,None
1481,40,119,0x0000,None
1482,40,119,0x0000,None
1483,40,119,0x0000,None
1484,40,119,0x0000,None
1485,40,119,0x0000,None
1486,40,119,0x0000,None
1487,40,119,0x0000,None
1488,40,119,0x0000,None
1489,40,119,0x0000,None
1490,40,119,0x0000,None
1491,40,119,0x0000,None
1492,40,119,0x0000,None
1493,40,119,0x0000,None
1494,40,119,0x0000,None
1495,40,119,0x0000,None
1496,40,119,0x0000,None
1497,40,119,0x0000,None
1498,40,119,0x0000,None
1499,40,119,0x0000,None
1500,15,-125,0x0000,None
1501,15,-125,0x0000,None
1502,15,-125,0x0000,None
1503,15,-125,0x0000,None
1504,15,-125,0x0000,None
1505,15,-125,0x0000,None
1506,15,-125,0x0000,None
1507,15,-125,0x0000,None
1508,15,-125,0x0000,None
1509,15,-125,0x0000,None
1510,15,-125,0x0000,None
1511,15,-125,0x0000,None
1512,15,-125,0x0000,None
1513,15,-125,0x0000,None
1514,15,-125,0x0000,None
1515,15,-125,0x0000,None
1516,15,-125,0x0000,None
1517,15,-125,0x0000,None
1518,15,-125,0x0000,None
1519,15,-125,0x0000,None
1520,15,-125,0x0000,None
1521,15,-125,0x0000,None
1522,15,-125,0x0000,None
1523,15,-125,0x0000,None
1524,15,-125,0x0000,None
1525,15,-125,0x0000,None
1526,15,-125,0x0000,None
1527,15,-125,0x0000,None
1528,15,-125,0x0000,None
1529,15,-125,0x0000,None
1530,15,-125,0x0000,None
1531,15,-125,0x0000,None
1532,15,-125,0x0000,None
1533,15,-125,0x0000,None
1534,15,-125,0x0000,None
1535,15,-125,0x0000,None
1536,15,-125,0x0000,None
1537,15,-125,0x0000,None
1538,15,-125,0x0000,None
1539,15,-125,0x0000,None
1540,15,-125,0x0000,None
1541,15,-125,0x0000,None
1542,15,-125,0x0000,None
1543,15,-125,0x0000,None
1544,15,-125,0x0000,None
1545,15,-125,0x0000,None
1546,15,-125,0x0000,None
1547,15,-125,0x0000,None
1548,15,-125,0x0000,None
1549,15,-125,0x0000,None
1550,15,-125,0x0000,None
1551,15,-125,0x0000,None
1552,15,-125,0x0000,None
1553,15,-125,0x0000,None
1554,15,-125,0x0000,None
1555,15,-125,0x0000,None
1556,15,-125,0x0000,None
1557,15,-125,0x0000,None
1558,15,-125,0x0000,None
1559,15,-125,0x0000,None
1560,15,-125,0x0000,None
1561,15,-125,0x0000,None
1562,15,-125,0x0000,None
1563,15,-125,0x0000,None
1564,15,-125,0x0000,None
1565,15,-125,0x0000,None
1566,15,-125,0x0000,None
1567,15,-125,0x0000,None
1568,15,-125,0x0000,None
1569,15,-125,0x0000,None
1570,15,-125,0x0000,None
1571,15,-125,0x0000,None
1572,15,-125,0x0000,None
1573,15,-125,0x0000,None
1574,15,-125,0x0000,None
1575,15,-125,0x0000,None
1576,15,-125,0x0000,None
1577,15,-125,0x0000,None
1578,15,-125,0x0000,None
1579,15,-125,0x0000,None
1580,15,-125,0x0000,None
1581,15,-125,0x0000,None
1582,15,-125,0x0000,None
1583,15,-125,0x0000,None
1584,15,-125,0x0000,None
1585,15,-125,0x0000,None
1586,15,-125,0x0000,None
1587,15,-125,0x0000,None
1588,15,-125,0x0000,None
1589,15,-125,0x0000,None
1590,15,-125,0x0000,None
1591,15,-125,0x0000,None
1592,15,-125,0x0000,None
1593,15,-125,0x0000,None
1594,15,-125,0x0000,None
1595,15,-125,0x0000,None
1596,15,-125,0x0000,None
1597,15,-125,0x0000,None
1598,15,-125,0x0000,None
1599,15,-125,0x0000,None
1600,15,-125,0x0000,None
1601,-127,0,0x0000,None
1602,-127,0,0x0000,None
1603,-127,0,0x0000,None
1604,-127,0,0x0000,None
1605,-127,0,0x0000,None
1606,-127,0,0x0000,None
1607,-127,0,0x0000,None
1608,-127,0,0x0000,None
1609,-127,0,0x0000,None
1610,-127,0,0x0000,None
1611,-127,0,0x0000,None
1612,-127,0,0x0000,None
1613,-127,0,0x0000,None
1614,-127,0,0x0000,None
1615,-127,0,0x0000,None
1616,-127,0,0x0000,None
1617,-127,0,0x0000,None
1618,-127,0,0x0000,None
1619,-127,0,0x0000,None
1620,-127,0,0x0000,None
1621,-127,0,0x0000,None
1622,-127,0,0x0000,None
1623,-127,0,0x0000,None
1624,-127,0,0x0000,None
1625,-127,0,0x0000,None
1626,-127,0,0x0000,None
1627,-127,0,0x0000,None
1628,-127,0,0x0000,None
1629,-127,0,0x0000,None
1630,-127,0,0x0000,None
1631,-127,0,0x0000,None
1632,-127,0,0x0000,None
1633,-127,0,0x0000,None
1634,-127,0,0x0000,None
1635,-127,0,0x0000,None
1636,-127,0,0x0000,None
1637,-127,0,0x0000,None
1638,-127,0,0x0000,None
1639,-127,0,0x0000,None
1640,-127,0,0x0000,None
1641,-127,0,0x0000,None
1642,-127,0,0x0000,None
1643,-127,0,0x0000,None
1644,-127,0,0x0000,None
1645,-127,0,0x0000,None
1646,-127,0,0x0000,None
1647,-127,0,0x0000,None
1648,-127,0,0x0000,None
1649,-127,0,0x0000,None
1650,-127,0,0x0000,None
1651,-127,0,0x0000,None
1652,-127,0,0x0000,None
1653,-127,0,0x0000,None
1654,-127,0,0x0000,None
1655,-127,0,0x0000,None
1656,-127,0,0x0000,None
1657,-127,0,0x0000,None
1658,-127,0,0x0000,None
1659,-127,0,0x0000,None
1660,-127,0,0x0000,None
1661,-127,0,0x0000,None
1662,-127,0,0x0000,None
1663,-127,0,0x0000,None
1664,-127,0,0x0000,None
1665,-127,0,0x0000,None
1666,-127,0,0x0000,None
1667,-127,0,0x0000,None
1668,-127,0,0x0000,None
1669,-127,0,0x0000,None
1670,-127,0,0x0000,None
1671,-127,0,0x0000,None
1672,-127,0,0x0000,None
1673,-127,0,0x0000,None
1674,-127,0,0x0000,None
1675,-127,0,0x0000,None
1676,-127,0,0x0000,None
1677,-127,0,0x0000,None
1678,-127,0,0x0000,None
1679,-127,0,0x0000,None
1680,-127,0,0x0000,None
1681,-127,0,0x0000,None
1682,-127,0,0x0000,None
1683,-127,0,0x0000,None
1684,-127,0,0x0000,None
1685,-127,0,0x0000,None
1686,-127,0,0x0000,None
1687,-127,0,0x0000,None
1688,-127,0,0x0000,None
1689,-127,0,0x0000,None
1690,-127,0,0x0000,None
1691,-127,0,0x0000,None
1692,-127,0,0x0000,None
1693,-127,0,0x0000,None
1694,-127,0,0x0000,None
1695,-127,0,0x0000,None
1696,-127,0,0x0000,None
1697,-127,0,0x0000,None
1698,-127,0,0x0000,None
1699,-127,0,0x0000,None
1700,-119,-36,0x0000,None
1701,-118,-38,0x0000,None
1702,126,-7,0x0000,None
1703,126,-9,0x0000,None
1704,126,-9,0x0000,None
1705,126,-9,0x0000,None
1706,126,-9,0x0000,None
1707,126,-9,0x0000,None
1708,126,-9,0x0000,None
1709,126,-9,0x0000,None
1710,126,-9,0x0000,None
1711,126,-9,0x0000,None
1712,126,-9,0x0000,None
1713,126,-9,0x0000,None
1714,126,-9,0x0000,None
1715,126,-9,0x0000,None
1716,126,-9,0x0000,None
1717,126,-9,0x0000,None
1718,126,-9,0x0000,None
1719,126,-9,0x0000,None
1720,126,-9,0x0000,None
1721,126,-9,0x0000,None
1722,126,-9,0x0000,None
1723,126,-9,0x0000,None
1724,126,-9,0x0000,None
1725,126,-9,0x0000,None
1726,126,-9,0x0000,None
1727,126,-9,0x0000,None
1728,126,-9,0x0000,None
1729,126,-9,0x0000,None
1730,126,-9,0x0000,None
1731,126,-9,0x0000,None
1732,126,-9,0x0000,None
